gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,message,timeElapsedInTurn,timeElapsedInTrial,eventType,practice,individualPracticeAttempts,turnStartTime,trialStartTime,word_count,char_count,flagged,block_justin,toer_justin,scene_justin,Flagged,phrases_justin,block_julia,tower_juli,scene_juli,phrases_julia,content
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2,2,0,"place a red block two from the right, then a gap of two and another red block then two blues connect",25957,81888,chatMessage,FALSE,NA,NA,NA,21,100,FALSE,4,0,0,,"a red block, another red block, two blues",2,0,0,"a red block, another red block","a red block, another red block, two blues a red block, another red block"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2,4,0,just place the other blue on on top of one of the red blocks,24476,135974,chatMessage,FALSE,NA,NA,NA,14,60,FALSE,1,0,0,,the other blue,1,0,0,the other blue,the other blue the other blue
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,3,0,1,"two blocks from the left place a red, then space of two and another red. 2 blues on top of them",29943,29943,chatMessage,FALSE,NA,NA,NA,21,97,FALSE,4,0,0,,"a red, another red, 2 blues",4,0,0,"a red, another red, 2 blues","a red, another red, 2 blues a red, another red, 2 blues"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,3,2,1,"3 from the right place a blue, 2x red stacked on the left side of it, then another blue on top",23742,82221,chatMessage,FALSE,NA,NA,NA,21,94,FALSE,4,0,0,,"a blue, 2x red, another blue",4,0,0,"a blue, 2x red, another blue","a blue, 2x red, another blue a blue, 2x red, another blue"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,4,0,1,tall c-shape again three from the left. then tall L-shape two from the right,26475,26475,chatMessage,FALSE,NA,NA,NA,14,78,FALSE,0,2,0,,"tall c-shape, tall L-shape",0,2,0,"tall c-shape, tall L-shape","tall c-shape, tall L-shape tall c-shape, tall L-shape"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,4,2,1,"place the last blue to the right of the other blue block on the L
",21511,87196,chatMessage,FALSE,NA,NA,NA,15,66,FALSE,1,0,0,,the last blue,1,0,0,the last blue,the last blue the last blue
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5,0,1,L in the same spot as last time. Then the upsidedown U shape two from the left,26126,26126,chatMessage,FALSE,NA,NA,NA,17,80,FALSE,0,2,0,,"L, upsidedown U shape",0,2,0,"L, upsidedown U shape","L, upsidedown U shape L, upsidedown U shape"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5,2,1,make the upside down U with 2x red and 2x blue,17748,78651,chatMessage,FALSE,NA,NA,NA,11,46,FALSE,4,1,0,,"upside down U, 2x red, 2x blue",4,1,0,"upside down U,2x red, 2x blue","upside down U, 2x red, 2x blue upside down U,2x red, 2x blue"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5,4,1,"place the last block anywhere, we missed this one",12764,116774,chatMessage,FALSE,NA,NA,NA,9,49,FALSE,1,0,0,,the last block,1,0,0,the last block,the last block the last block
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,6,0,2,L-shape with 2x blue and 2x red starting in the second grid from left,28175,28175,chatMessage,FALSE,NA,NA,NA,14,69,FALSE,4,1,0,,"L-shape, 2x blue, 2x red",4,1,0,"L-shape, 2x blue, 2x red","L-shape, 2x blue, 2x red L-shape, 2x blue, 2x red"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,6,2,2,Tall C-shape starting in the 3rd grid from the right,16094,66457,chatMessage,FALSE,NA,NA,NA,10,52,FALSE,0,1,0,,Tall C-shape,0,1,0,Tall C-shape,Tall C-shape Tall C-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,7,0,2,L-shape with 2x red and 2x Blue starting in the second grid from the left,22059,22059,chatMessage,FALSE,NA,NA,NA,15,73,FALSE,4,1,0,,"L-shape, 2x red and 2x blue",4,1,0,"L-shape, 2x red, 2x Blue","L-shape, 2x red and 2x blue L-shape, 2x red, 2x Blue"
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,7,2,2,upsidedown U-shape starting in the second grid from the right,13392,54622,chatMessage,FALSE,NA,NA,NA,10,61,FALSE,0,1,0,,upsidedown U-shape,0,1,0,upsidedown U-shape,upsidedown U-shape upsidedown U-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,8,0,2,tall c-shape starting in third grid from left,17387,17387,chatMessage,FALSE,NA,NA,NA,8,45,FALSE,0,1,0,,tall c-shape,0,1,0,tall c-shape,tall c-shape tall c-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,8,2,2,upsidedown U-shape starting in the second grid from the right,16900,51751,chatMessage,FALSE,NA,NA,NA,10,61,FALSE,0,1,0,,upsidedown U-shape,0,1,0,upsidedown U-shape,upsidedown U-shape upsidedown U-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,9,0,3,tall c-shape starting in the third grid from the left,11288,11288,chatMessage,FALSE,NA,NA,NA,10,53,FALSE,0,1,0,,tall c-shape,0,1,0,tall c-shape,tall c-shape tall c-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,9,2,3,Tall L-shape starting in the second grid from the right,12171,37228,chatMessage,FALSE,NA,NA,NA,10,55,FALSE,0,1,0,,Tall L-shape,0,1,0,Tall L-shape,Tall L-shape Tall L-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,10,0,3,upsidedown U-shape starting in the second grid from the left,18762,18762,chatMessage,FALSE,NA,NA,NA,10,60,FALSE,0,1,0,,upsidedown U-shape,0,1,0,upsidedown U-shape,upsidedown U-shape upsidedown U-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,10,2,3,tall C-shape starting in the third grid from the right,1488,39226,chatMessage,FALSE,NA,NA,NA,10,54,FALSE,0,1,0,,tall C-shape,0,1,0,tall C-shape,tall C-shape tall C-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,11,0,3,upsidedown U-shape starting in the second grid from the left,14438,14438,chatMessage,FALSE,NA,NA,NA,10,60,FALSE,0,1,0,,upsidedown U-shape,0,1,0,upsidedown U-shape,upsidedown U-shape upsidedown U-shape
1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1.59328E+12,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,11,2,3,tall L-shape starting in the second grid from the right,1589,30802,chatMessage,FALSE,NA,NA,NA,10,55,FALSE,0,1,0,,Tall L-shape,0,1,0,tall L-shape,Tall L-shape tall L-shape
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,0,0,Place blue in middle of left tick. Stack 2 reds on top of the left side of the blue block,51971,51971,chatMessage,FALSE,NA,NA,NA,21,92,FALSE,3,0,0,,"blue, 2 reds",3,0,0,"blue, 2 reds","blue, 2 reds blue, 2 reds"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,2,0,"Place blue block on top of the red you just placed so it looks like an elongated ""C.""
",22802,95717,chatMessage,FALSE,NA,NA,NA,18,88,FALSE,1,1,0,,"blue block, elongated ""C.""",1,1,0,"blue block, elongated ""C""","blue block, elongated ""C."" blue block, elongated ""C"""
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,4,0,Place red block two spaces from the right red tick. This means there's 1 empty space to the tick,34751,137622,chatMessage,FALSE,NA,NA,NA,19,98,FALSE,1,0,0,,the red block,1,0,0,red block,the red block red block
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,6,0,Count two spaces from the red tick to the right and place the red block in that 2nd space.,30580,193287,chatMessage,FALSE,NA,NA,NA,19,92,FALSE,1,0,0,,the red block,1,0,0,red block,the red block red block
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,8,0,"Do the same, place a red counting two blocks but this time to the left of the tick.",26595,235672,chatMessage,FALSE,NA,NA,NA,18,85,FALSE,1,0,0,,a red,1,0,0,red,a red red
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,10,0,Place a blue block on top of the right red block. Place it so it goes towards the left,44804,293901,chatMessage,FALSE,NA,NA,NA,19,88,FALSE,1,0,0,,a blue block,1,0,0,a blue block,a blue block a blue block
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,12,0,Place a blue block on the rightmost red block so that the end is going to the left.,30078,330289,chatMessage,FALSE,NA,NA,NA,18,85,FALSE,1,0,0,,a blue block,1,0,0,a blue block,a blue block a blue block
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,0,0,"Place 2 blue blocks, each directly next to the left red line.",28956,28956,chatMessage,FALSE,NA,NA,NA,12,63,FALSE,2,0,0,,2 blue blocks,2,0,0,2 blue blocks,2 blue blocks 2 blue blocks
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,2,0,"Place a red block on top of the leftmost blue square. Place another on top of the red (makes an ""L"")",24932,70807,chatMessage,FALSE,NA,NA,NA,21,102,FALSE,2,1,0,,"a red block, another, (an ""L"")",2,0,0,"a red block, another","a red block, another, (an ""L"") a red block, another"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,4,0,Place red block two spaces from the right line similar to last trial,23714,109721,chatMessage,FALSE,NA,NA,NA,13,68,FALSE,1,0,0,,red block,1,0,0,red block,red block red block
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,6,0,"Do the same on the other side with a red block

",15518,136620,chatMessage,FALSE,NA,NA,NA,11,48,FALSE,1,0,0,,a red block,1,0,0,a red block,a red block a red block
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,8,0,Place a blue on the rightmost red block so its end is facing to the left,16116,158445,chatMessage,FALSE,NA,NA,NA,16,72,FALSE,1,0,0,,a blue,1,0,0,a blue,a blue a blue
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,10,0,Place a blue on the other red block so the two blue ends are touching now,13038,181534,chatMessage,FALSE,NA,NA,NA,16,73,FALSE,1,0,0,,a blue,1,0,0,a blue,a blue a blue
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,0,0,"Left tower shape will be the L again (start with the two blue blocks, each on the side of the line).",24966,24966,chatMessage,FALSE,NA,NA,NA,21,102,FALSE,2,1,0,,"the L, the two blue blocks",2,1,0,"L, two blue blocks","the L, the two blue blocks L, two blue blocks"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,2,0,Place a blue block over the right line so there's a square on each side of the line.,15832,69695,chatMessage,FALSE,NA,NA,NA,18,86,FALSE,1,0,0,,a blue block,1,1,0,"a blue block, square","a blue block a blue block, square"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,4,0,Place two reds on top of the left blue square (right tower),26745,101930,chatMessage,FALSE,NA,NA,NA,12,59,FALSE,2,0,0,,two reds,2,0,0,two reds,two reds two reds
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,6,0,"Place a blue on top making the ""C"" again (we will refer to this design as the C tower going forward)",19584,136013,chatMessage,FALSE,NA,NA,NA,21,100,FALSE,1,1,0,,"a blue, the ""C""",1,1,0,"a blue, C tower","a blue, the ""C"" a blue, C tower"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,3,0,1,"C tower, left side (blue in the middle of the tick, build up, make the C)",16815,16815,chatMessage,FALSE,NA,NA,NA,16,73,FALSE,1,1,0,,"C tower, blue",0,1,0,"C tower, blue","C tower, blue C tower, blue"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,3,2,1,"L tower, right side (two blues on each side of red line, 2 reds up on left side to make the L)",19020,60625,chatMessage,FALSE,NA,NA,NA,22,94,FALSE,4,1,0,,"L tower, two blues, 2 reds",6,1,0,"L tower, two blues on each side, 2 reds","L tower, two blues, 2 reds L tower, two blues on each side, 2 reds"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,4,0,1,"L tower again, right side (blue on each side of right red line)",15079,15079,chatMessage,FALSE,NA,NA,NA,13,63,FALSE,1,1,0,,"L tower, blue",2,1,0,"L tower, blues on each side","L tower, blue L tower, blues on each side"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,4,2,1,2 reds on each side of the left line leaving a space empty (this will be the arch shape again).,28563,58299,chatMessage,FALSE,NA,NA,NA,20,97,FALSE,2,1,0,,"2 reds, arch shape",4,0,0,2 reds on each side,"2 reds, arch shape 2 reds on each side"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,C,5,0,1,"Arch shape, left side. C shape, right side (place the blue block in the middle of the right line).",21269,21269,chatMessage,FALSE,NA,NA,NA,19,102,FALSE,0,2,0,,"Arch shape, C shape",1,2,0,"Arch shape, C shape, blue","Arch shape, C shape Arch shape, C shape, blue"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,6,0,2,"C shape, left side. Arch shape, right side (same positions as always)",16765,16765,chatMessage,FALSE,NA,NA,NA,12,71,FALSE,0,2,0,,"C shape, Arch shape",0,2,0,"C shape, Arch shape","C shape, Arch shape C shape, Arch shape"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,7,0,2,"L shape on the left, C shape on the right",13174,13174,chatMessage,FALSE,NA,NA,NA,10,41,FALSE,0,2,0,,"L shape, C shape",0,2,0,"L shape, C shape","L shape, C shape L shape, C shape"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,8,0,2,"L on the left, arch on the right.",8515,8515,chatMessage,FALSE,NA,NA,NA,8,35,FALSE,0,2,0,,"L, arch",0,2,0,"L, arch","L, arch L, arch"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,C,9,0,3,"Arch on the left, C on the right",7615,7615,chatMessage,FALSE,NA,NA,NA,8,32,FALSE,0,2,0,,"Arch, C",0,2,0,"arch, C","Arch, C arch, C"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,10,0,3,"Arch on the left, L on the right",6491,6491,chatMessage,FALSE,NA,NA,NA,8,32,FALSE,0,2,0,,"Arch, L",0,2,0,"arch, L","Arch, L arch, L"
3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1.59328E+12,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,11,0,3,"C on the left, L on the right (and great job!)",13987,13987,chatMessage,FALSE,NA,NA,NA,11,46,FALSE,0,2,0,,"C, L",0,2,0,"C, L","C, L C, L"
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,0,0,horizontal 2 piece block on 3rd square,34042,34042,chatMessage,FALSE,NA,NA,NA,7,38,FALSE,1,0,0,,horizontal 2 piece block,2,1,0,"horizontal, 2 piece block","horizontal 2 piece block horizontal, 2 piece block"
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,2,0,place vertical 2 piece block on 3rd square on top of the block,31951,82615,chatMessage,FALSE,NA,NA,NA,13,62,FALSE,1,0,0,,veritcal 2 piece block,2,1,0,"vertical, 2 piece block","veritcal 2 piece block vertical, 2 piece block"
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,4,0,repeat the same over the block,24164,121442,chatMessage,FALSE,NA,NA,NA,6,30,FALSE,1,0,0,,the same,0,0,1,repeat the same,the same repeat the same
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,6,0,now place an horizontal block over it,14002,143807,chatMessage,FALSE,NA,NA,NA,7,37,FALSE,1,0,0,,an horizontal block,1,0,0,horizontal block,an horizontal block horizontal block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,8,0,on square 8 place vertical block,15859,168693,chatMessage,FALSE,NA,NA,NA,6,32,FALSE,1,0,0,,vertical block,1,0,0,vertical block,vertical block vertical block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,10,0,on square 11 place another vertical block,20315,209186,chatMessage,FALSE,NA,NA,NA,7,41,FALSE,1,0,0,,another vertical block,1,0,0,vertical block,another vertical block vertical block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,12,0,on square 8 place horizontal block over vertical block,25261,245480,chatMessage,FALSE,NA,NA,NA,9,54,FALSE,1,0,0,,horizontal block,1,0,0,horizontal block,horizontal block horizontal block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,14,0,fill the gap with horizontal block,11851,268541,chatMessage,FALSE,NA,NA,NA,6,34,FALSE,1,0,0,,horizontal block,1,0,0,horizontal block,horizontal block horizontal block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,16,0,place horizontal block on square 11 over vertical,30738,322536,chatMessage,FALSE,NA,NA,NA,9,50,FALSE,1,0,0,,horizontal block,1,0,0,horizontal block,horizontal block horizontal block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,0,0,square 2 horizontal block,17302,17302,chatMessage,FALSE,NA,NA,NA,4,25,FALSE,1,0,0,,horizontal block,1,0,0,horizontal block,horizontal block horizontal block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,2,0,square 4 horizontal block,17464,46395,chatMessage,FALSE,NA,NA,NA,4,25,FALSE,1,0,0,,horizontal block,1,0,0,horizontal block,horizontal block horizontal block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,4,0,square 2 V block over H block,14927,78091,chatMessage,FALSE,NA,NA,NA,7,29,FALSE,1,0,0,,V block,1,0,0,V block,V block V block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,6,0,square 2 V block over V block,20207,110766,chatMessage,FALSE,NA,NA,NA,7,29,FALSE,1,0,0,,V block,1,0,0,V block,V block V block
3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1.59328E+12,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,8,0,square 9 H block,11609,131589,chatMessage,FALSE,NA,NA,NA,4,16,FALSE,1,0,0,,H block,1,0,0,H block,H block H block
