Unnamed: 0,_id,assignmentId,comments,confused,eventType,gameID,gameid,individualPracticeAttempts,isHuman,iterationName,leftTarget,nativeEnglish,pairedPracticeFails,repNum,rightTarget,role,score,strategy,time,totalLength,turnNum,flagged
0,5ef78c6fce2f7f58fcd0a7ae,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,No issues that I saw~~~ Thanks!,yes,exitSurvey,AP9WIQ4P78XLH,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,,human,pilot0,Pi,yes,,3.0,L,speaker,107,"Once we got the basic shapes down, we were able to functionalize them with a minimum of communication~~~",1593281647277.0,1583958,0,False
1,5ef78c90ce2f7f58fcd0a7b4,3PZDLQMM0XL3X5QSZHLJ8T7P9GI2C2,,yes,exitSurvey,A2WDF40FA670T9,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,,human,pilot0,Pi,yes,,3.0,L,listener,107,"The architect started by giving block instructions, somewhat badly, then learned what the forms were called and told me what forms to build~~~  I built them according to past builds in the beginning of the game~~~",1593281680035.0,1610202,0,False
0,5ef793b2ce2f7f58fcd0a9bc,3DR23U6WE9ECE24JENBAZ4GIU57ETY,Yes~~~ This HIT took 72 minutes~~~ You said it would take 25~~~ I feel very deceived~~~,yes,exitSurvey,AT6LDQNLKTUSE,2391-2f396ec8-517f-4681-b366-51f930bcac22,,human,pilot0,C,yes,,3.0,L,listener,84,I tried to follow directions to the best of my ability~~~,1593283506968.0,3114040,0,False
1,5ef793e3ce2f7f58fcd0a9bd,32EYX73OY49GNJOD0YLK3713S84RUF,"Ir an out of time to submit HIT, you should have given more time~~~",yes,exitSurvey,A37XBH865833FE,2391-2f396ec8-517f-4681-b366-51f930bcac22,,human,pilot0,C,yes,,3.0,L,speaker,84,Describe in detail where to place them and use same wording over again~~~,1593283555161.0,3176318,0,False
0,5ef79167ce2f7f58fcd0a983,3R0T90IZ1WCTCZYZYW68AX1QJZMCGU,nothing problem,yes,exitSurvey,ABNH026RZU28C,9387-db1af5ad-b089-48ad-a730-baee40f08177,,human,pilot0,Pi,yes,,3.0,L,speaker,104,good communication with chatting,1593282919894.0,1143242,0,False
1,5ef79173ce2f7f58fcd0a985,3HRMW88U1AQ9AHZ5XJBJS1JM6W30MZ,no  issue,yes,exitSurvey,A4LFXI796SAOA,9387-db1af5ad-b089-48ad-a730-baee40f08177,,human,pilot0,Pi,yes,,3.0,L,listener,104,good communication with chat the another player,1593282931765.0,1146262,0,False
0,5ef7ffc9ce2f7f58fcd0aa5e,32UTUBMZ7KWTKRWO9R9ZZEYIOVMBVR,no,yes,exitSurvey,AVBRJBJONL47I,5632-f55ecbec-05f2-4071-9d8d-1920fb8401f9,,human,pilot1,C,yes,,3.0,L,speaker,173,"Once we figured out how we worked together, I was able to identify the shapes so that I just had to describe which shape it was and they were able to complete it~~~",1593311177609.0,1632230,0,False
1,5ef7ffdece2f7f58fcd0aa5f,3ZY8KE4ISN3GOXYDS96PU3THAVNQVI,"I didn't notice any problems, it all worked smoothly! :)",yes,exitSurvey,A12FTSX85NQ8N9,5632-f55ecbec-05f2-4071-9d8d-1920fb8401f9,,human,pilot1,C,yes,,3.0,L,listener,173,"Well the other player figured out easily identifiable names to call each of the three shapes, so once we built one of the shapes a few times they could just name which shape was being made on which side",1593311198433.0,1646197,0,False
0,5f403fc10f92420bdd8795e4,,ar,no,exitSurvey,2198-3a35b1f7-3e9a-4e69-be56-a9fb87e90f85,8674-b847a9b8-a4f4-4215-9456-0b353e97b52a,,human,pilot1,Pi,no,,3.0,L,speaker,340,aerv,1598046145043.0,226673,0,False
0,5ef9196ace2f7f58fcd0ab2b,3MAOD8E57UANPPQGCWFQEUVXLYNXNQ,No issues~~~,yes,exitSurvey,A3FAF93BMDJLAL,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,,human,pilot2,Pi,yes,,3.0,C,listener,225,I tried to do exactly what they said and figure it out logically~~~,1593383274670.0,1694888,0,False
1,5ef919b1ce2f7f58fcd0ab31,3ATTHHXXWEOVBOFPFG2Y9MZGZZTXIA,No,yes,exitSurvey,A21JE325072629,6753-24a4a6e7-e017-4cba-a068-8dea7af05cf2,,human,pilot2,Pi,no,,3.0,C,speaker,225,In the initial trials be descriptive and in the later trials just tell the builder the name of the shape,1593383345488.0,1852021,0,False
0,5ef91f6ece2f7f58fcd0ab99,37UQDCYH61V6IFTYWAXJUCCM58AV7A,,yes,exitSurvey,AJ4T7PTRYNSUW,4282-2568ede7-963d-4fee-ab15-b69e472ef360,,human,pilot2,C,yes,,3.0,L,listener,70,Just trying to follow the directions from my partner I thought he was looking at the grid going up was lettered a - f  and then each space horizontally was a number~~~,1593384814850.0,2711402,0,False
1,5ef91f9dce2f7f58fcd0ab9a,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,"no, it was fun~~~ It took me a minute to get it~~~",yes,exitSurvey,A1OM5NWYYYJKQW,4282-2568ede7-963d-4fee-ab15-b69e472ef360,,program,pilot2,C,yes,,3.0,L,speaker,70,I took graphing in school so I used labels~~~ I told my partner a is horizontal so then numbers would be vertical,1593384861802.0,3274851,0,False
0,5ef965a9ce2f7f58fcd0ac41,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,no,yes,exitSurvey,A10VQA1XJOOKBS,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,,human,pilot2,C,yes,,3.0,L,speaker,0,nothing,1593402793782.0,971685,0,False
1,5ef9660dce2f7f58fcd0ac4b,3ERET4BTVQ9WGNNFC3HW6ZSBK1O9KD,My counterpart was a bot~~~,yes,exitSurvey,A30KYQGABO7JER,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,,program,pilot2,C,no,,3.0,L,listener,0,I tried my best to build the towers~~~ My counterpart was not helpful~~~,1593402893142.0,1017235,0,False
0,5ef969dcce2f7f58fcd0ad5a,3YHH42UU5FFP4ZHKX7A4SO4X6X0L0H,NO,yes,exitSurvey,A12UQ66L9I947W,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,,human,pilot2,C,yes,,3.0,L,listener,0,GOOD,1593403868924.0,969252,0,False
1,5ef969ecce2f7f58fcd0ad5f,3OXV7EAXLIQ326DATQML53K7JEL63F,good,yes,exitSurvey,A3URO83ST78FF5,6691-dee56275-2f4b-44b8-a47c-d4d41c945670,,human,pilot2,C,yes,,3.0,L,speaker,0,good survey very interesting,1593403884323.0,1198861,0,False
0,5ef96ebdce2f7f58fcd0aeab,3NAPMVF0Z0FXLOVW80D8S7FB8BE72D,Nothing,yes,exitSurvey,A2PM9J8MEN5BHH,8548-343a533f-0369-4b20-bbd4-a00f25359cea,,human,pilot2,Pi,yes,,3.0,L,listener,0,building the tower,1593405117341.0,1989794,0,False
0,5ef96f0dce2f7f58fcd0aeb6,324G5B4FB78QPESITD9U9JMWBDU70T,no,yes,exitSurvey,AT3ZTDZVK77F9,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,,human,pilot2,Pi,yes,,3.0,C,listener,0,no,1593405197046.0,1767953,0,False
1,5ef96f87ce2f7f58fcd0aeb8,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,,yes,exitSurvey,A3N0QZ9ZKUCTCQ,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,,human,pilot2,Pi,yes,,3.0,C,speaker,0,I described the instructions to my partner following a guideline of what to placed but I'm not sure they can understand English~~~,1593405319987.0,1993955,0,False
0,5efa1d7dce2f7f58fcd0af88,3GM6G9ZBKRXAQQWWVLZTCCLR3HLTM9,No,yes,exitSurvey,A3K9GTQBOI7O5A,3086-e9f8b532-4969-4703-852e-f6f029d281e2,,human,pilot2,C,yes,,3.0,L,listener,165,I tried to follow the instructions of the other player carefully,1593449853700.0,2724794,0,False
1,5efa1dd4ce2f7f58fcd0af89,32EYX73OY49GNJOD0YLK3713SIRRUM,no,yes,exitSurvey,A37R0JYAB3QEX9,3086-e9f8b532-4969-4703-852e-f6f029d281e2,,human,pilot2,C,yes,,3.0,L,speaker,165,I tried to use the grid to get started and then explain where to continue the blocks~~~  I also used letters to explain what the shape should look like,1593449940452.0,3134273,0,False
0,5efa3093ce2f7f58fcd0b0c4,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,"No, it was fun, thank you!",yes,exitSurvey,A1WS9UHL45VZ0X,2083-6615b44d-57a8-4953-beca-afa15df0c195,,human,pilot2,C,yes,,3.0,L,speaker,175,I tried to give the structures names so my partner would have an idea of what they were supposed to look like~~~,1593454739233.0,2026208,0,True
1,5efa30bace2f7f58fcd0b0d1,33PPUNGG3C5X9IIN6LKSKZGIU0GRZL,,yes,exitSurvey,A3C8JI69WPTKWH,2083-6615b44d-57a8-4953-beca-afa15df0c195,,human,pilot2,C,yes,,3.0,L,listener,175,I tried to interpret my partner the best I can and work quickly to try to not run out of time~~~,1593454778835.0,2019333,0,True
0,5efa3596ce2f7f58fcd0b239,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,"No problems, experiment was fun and ran great!",yes,exitSurvey,A1JZOOVYE1K4R3,4909-705b801e-4ec3-4910-b180-bb7612d80f25,,human,pilot2,Pi,yes,,3.0,C,speaker,229,"I was trying to give instructions to build from the bottom up~~~  I started with the left tower, then did the right~~~",1593456022039.0,2963935,0,False
1,5efa35a2ce2f7f58fcd0b23a,354P56DE9O3QQNCU2FSEJPSF69M7SX,"No, it was really fun, thank you!",yes,exitSurvey,A2196WCNDZULFS,4909-705b801e-4ec3-4910-b180-bb7612d80f25,,human,pilot2,Pi,yes,,3.0,C,listener,229,"I just did what they said~~~ When I couldn't do what they said, I sent back a blank turn to tell them I couldn't do that~~~",1593456034192.0,2424219,0,False
0,5efa3621ce2f7f58fcd0b263,3Z9WI9EOZ3OPVT5YAF5OJGQZ3I5HKS,interesting,yes,exitSurvey,A10JXOU89D5RXR,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,,program,pilot2,Pi,yes,,3.0,C,speaker,194,see how well the presumably AI learns,1593456161174.0,2447137,0,False
1,5efa3655ce2f7f58fcd0b264,3SKEMFQBZ75W2I457BBI63X00ZFK8G,Clearer instructions on how to use the user interface would be appropriate~~~  Thank you for letting me participate!,yes,exitSurvey,A3KIC0UFTOB0MY,5895-de8412be-4cb1-49e4-9c61-ca6a11481af8,,program,pilot2,Pi,yes,,3.0,C,listener,194,"Figuring out the user interface was my initial strategy~~~  The ""architect"" was under the impression I could remove blocks when I could not~~~",1593456213015.0,2286030,0,False
0,5efa3464ce2f7f58fcd0b1ee,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,no problems,yes,exitSurvey,A2YGOORS5N9RW8,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,,human,pilot2,Pi,yes,,3.0,L,speaker,240,"i tried to be as detailed as possible in the beginning~~~ then once we got the hand of things, i would give more simple instructions based on my previous instructions",1593455716904.0,1751374,0,False
1,5efa3487ce2f7f58fcd0b1fa,33M4IA01QK184NI853W7NE07M0IRXO,"I think the architect deserves a bigger bonus than I do, they did a great job~~~",yes,exitSurvey,A2A4Q3XU50SBE2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,,human,pilot2,Pi,yes,,3.0,L,listener,240,I followed instructions and we quickly developed a shorthand because my partner was amazing~~~,1593455751623.0,1669782,0,False
0,5efa47d0ce2f7f58fcd0b340,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,no,yes,exitSurvey,AA4QUDJHEUKYX,9940-419571e8-f021-4083-9210-892897d2b4df,,human,pilot2,Pi,yes,,3.0,L,speaker,80,some what good,1593460688892.0,3061166,0,False
1,5efa47eece2f7f58fcd0b341,354P56DE9O3QQNCU2FSEJPSF69O7SZ,"My partner pretty much quit during it, didn't give detailed instructions, just told me to place them all in one go",yes,exitSurvey,AXAO7UJYYEFCO,9940-419571e8-f021-4083-9210-892897d2b4df,,human,pilot2,Pi,yes,,3.0,L,listener,80,place the blocks where they told me,1593460718716.0,3061873,0,False
0,5f47e06adf57f9222c29cd13,3IFS6Q0HJJXHBMAZNQA946Z5K1ZSIX,I just had a hard time figuring out a strategy at first~~~,yes,exitSurvey,AT5YJD7SRZ8JG,5809-2a5e096b-a425-4bc7-b495-cf74cb60ded6,0.0,human,pilot3,C,yes,,3.0,L,speaker,510,To give instructions for one shape at a time and tell them the shape if it resembles a letter,1598546026582.0,3169629,0,False
1,5f47e072df57f9222c29cd17,34S6N1K2ZWXUBE4PXZVNS8KVSUCHLF,"It's a very interesting experiment~~~ Would be nice to play 6 as builder and 6 as Architect~~~
Thanks a lot",yes,exitSurvey,A191V7PT3DQKDP,5809-2a5e096b-a425-4bc7-b495-cf74cb60ded6,1.0,human,pilot3,C,yes,,3.0,L,listener,510,i just followed the instructions given by my partner,1598546034865.0,3124052,0,False
0,5f47e0cadf57f9222c29cd26,3NQL1CS15SMJTE68L31H1HD09OWVYG,no,yes,exitSurvey,A34CPKFZXBX1PO,6598-80d65299-0654-43b4-9f27-08572427cb2d,1.0,human,pilot3,C,yes,,3.0,L,speaker,560,establish names for the shapes~~~,1598546122784.0,2647717,0,False
1,5f47e0dadf57f9222c29cd27,3GM6G9ZBKOB4M5D5X5DR64283TXMTW,No,yes,exitSurvey,AKK6H2YXK4RF6,6598-80d65299-0654-43b4-9f27-08572427cb2d,0.0,human,pilot3,C,yes,,3.0,L,listener,560,My partner and I seemed to develop a kind of shorthand for describing the shapes and that made it a lot easier once we established that~~~,1598546138960.0,2372126,0,False
0,5f4fee161034572e6687fc49,379J5II41SGOVPWE5E9JDD62EO7LEW,no,yes,exitSurvey,A1XVEKS9O73ERE,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,1.0,human,pilot4,C,yes,0.0,,L,listener,540,I did what my partner told me to do,1599073814974.0,3020858,0,False
1,5f4fee2b1034572e6687fc4c,38SKSKU7R5X0BUY01XZAYS4U6HEIL2,"No problems, thanks",yes,exitSurvey,A10IUXCZBNYUXC,0741-0d5c3f38-e1fa-4a05-9f35-4a81c7cdbd71,0.0,human,pilot4,C,yes,0.0,,L,speaker,540,Trying to explain very carefully and not make mistakes~~~  One mistake throws the whole thing off~~~,1599073835938.0,3171108,0,False
0,5f4fedef1034572e6687fc3d,32M8BPYGAXMKP2KZQ62UL0ZMA0SIGW,No,yes,exitSurvey,A3209D1227UCYP,8263-001a1b6c-ab69-48aa-8807-752d70fb55cf,0.0,human,pilot4,Pi,yes,0.0,,C,speaker,530,I tried to remind them of shapes we had made before~~~,1599073775586.0,2958074,0,False
1,5f4fedf41034572e6687fc40,33L7PJKHCKYV51US1KPA7UKXXYVT88,"No, no problems at all~~~",yes,exitSurvey,A64JDJKE9DYCT,8263-001a1b6c-ab69-48aa-8807-752d70fb55cf,0.0,human,pilot4,Pi,yes,0.0,,C,listener,530,I just tried my best to understand my partners instructions~~~ I think we did very good~~~,1599073780278.0,2885566,0,False
0,5f4fee131034572e6687fc48,3FIJLY1B6Y46SOB8SHMWCC0MVZNFP6,NA - fun experiment~~~,yes,exitSurvey,A3C5A515KHWU1P,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,0.0,human,pilot4,C,yes,0.0,,L,listener,490,Tried to be as descriptive as possible and usually no more than 2 instructions at a time to not become overwhelmed~~~  Tried to make them as simple instructions as possible~~~,1599073811259.0,2672483,0,True
1,5f4fee281034572e6687fc4b,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,,yes,exitSurvey,A2ILUP6FN8HKKC,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,0.0,human,pilot4,C,yes,0.0,,L,speaker,490,I tried to make things clear as possible~~~,1599073832954.0,2711171,0,True
0,5f4ff0d41034572e6687fce5,3634BBTX0SUEB2O4FMWC3FZA9LSIFX,no problems,yes,exitSurvey,A2UP4TCLF892NV,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,0.0,human,pilot4,Pi,yes,1.0,,C,speaker,575,"establish an x,y system and tell them where to place the pieces",1599074516474.0,2218627,0,False
1,5f4ff0ea1034572e6687fce8,3ON104KXQOWMEHBKKM48D2BRZ6V4WG,"The trial ran really slow, but the regular trials ran fine~~~",yes,exitSurvey,A3SJVR4BROAIJO,0208-b497c845-b076-45c9-b958-a62a3ae6e65f,0.0,human,pilot4,Pi,yes,1.0,,C,listener,575,"My partner came up with a great strategy to number the grid, which helped with the placement of each block~~~ We also came up with names for the shapes which helped me to place more blocks in each turn~~~",1599074538458.0,1869375,0,False
0,5f4ff3f91034572e6687fd54,3VNXK88KKGIAWYHRB7V3883TEPTV9F,No~~~,yes,exitSurvey,A2KLJKDG90K1PP,4244-cb63e4ee-2692-4273-8dcb-45c1cde2496a,0.0,human,pilot4,Pi,yes,0.0,,L,listener,520,No strategy~~~,1599075321334.0,1875157,0,False
1,5f4ff3fd1034572e6687fd55,3Y54SXRO1PLT3Y154NQF3M2MUP0UT2,nope,yes,exitSurvey,A3CH1Z6J9R38G9,4244-cb63e4ee-2692-4273-8dcb-45c1cde2496a,1.0,human,pilot4,Pi,yes,0.0,,L,speaker,520,remember the shapes and communicate them to the other player,1599075325114.0,2371479,0,False
0,5f4ff9021034572e6687fdbc,3I0BTBYZA1L94YOJGMZUMW6UT2EY0S,none,yes,exitSurvey,A2XOLPX3126H88,2299-81bf7587-5407-4d48-852c-8a98d73da3a6,1.0,human,pilot4,C,yes,1.0,,L,listener,275,nice,1599076610144.0,2786743,0,False
1,5f4ff9691034572e6687fdbd,39LOEL67OW5Q6KWYM5JJPHGZ3ZW83K,No problems,yes,exitSurvey,A13N0OUKC9MYHX,2299-81bf7587-5407-4d48-852c-8a98d73da3a6,1.0,human,pilot4,C,yes,1.0,,L,speaker,275,it was really interesting,1599076713848.0,3110792,0,False
0,5f50063d1034572e6687fe83,3DY4FPOOA5OG0YDD5OVPZT3NKBCVRF,"No, I didn't experience any issues or problems~~~",yes,exitSurvey,A1IKK576F8WY0N,9961-1bd92164-cbe7-4841-8225-7de8486bf84a,0.0,human,pilot4,Pi,yes,1.0,,L,listener,560,"There wasn't really much of a strategy being used~~~ I simply listened to the instructions given to me by my partner, and completed them~~~",1599079997231.0,2496311,0,False
1,5f5006401034572e6687fe84,3GLB5JMZF1V3HR4DYS1JU3J9IVYDG3,No problems~~~  This was kind of fun~~~,yes,exitSurvey,A21Q7FCKM86VL8,9961-1bd92164-cbe7-4841-8225-7de8486bf84a,0.0,human,pilot4,Pi,yes,1.0,,L,speaker,560,"I had to be very specific in where I wanted him to place the blocks~~~  After we got into a grove, I could tell him with shorter sentences~~~",1599080000101.0,2685043,0,False
0,5f5164f31034572e6688028a,3R6P78PK7OBAYG0AKI1YZ71VLSQGTF,no,yes,exitSurvey,A3V2XCDF45VN9X,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,program,pilot4,Pi,no,1.0,,C,listener,535,follow the direction~~~,1599169779676.0,3730421,0,False
1,5f5166481034572e668802cb,33TIN5LC08AR0SCWGIINF77NWHD9Y6,"Short timer, and long waiting times~~~ But the experiment itself ran smoothly~~~",yes,exitSurvey,ANR0LIX0VLUYJ,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,human,pilot4,Pi,yes,1.0,,C,speaker,535,"I developed a short but precise way to described where to locate the blocks, and continue to use across the whole experiment~~~",1599170120511.0,4225329,0,False
0,5f515eb51034572e668800ac,3WJEQKOXAC28F5BYWZPEXF7XVFQA1U,No,yes,exitSurvey,AEF74ZYJTTEIA,6169-888a2828-0e46-483c-b48d-cf18271187ed,0.0,human,pilot4,C,yes,2.0,,L,speaker,525,Short descriptions that the builder understood,1599168181532.0,2036440,0,False
1,5f515ebd1034572e668800b1,3NAPMVF0Z0FXLOVW80D8S7FCMDX72G,none,yes,exitSurvey,AVI7K876BV3QL,6169-888a2828-0e46-483c-b48d-cf18271187ed,0.0,human,pilot4,C,yes,2.0,,L,listener,525,read one step at a time,1599168189230.0,1792651,0,False
0,5f5160af1034572e6688015c,35GMH2SV3IHW1AZBI6PB5UAW94UOEK,,yes,exitSurvey,A2CHDWKAYZ3P3E,4978-4c585194-1823-46fc-989c-e6200c5d61e6,0.0,human,pilot4,Pi,yes,1.0,,L,speaker,565,I got to know the shapes then described them to my partner,1599168687923.0,1995981,0,False
1,5f5160d01034572e6688016d,3D3VGR7TA4FWOPBULEPJGYB4T3WR3F,the block placement was a bit touchy and one of them messed up by flipping to the wrong space as I placed it~~~,yes,exitSurvey,A3CWEIEY3TGJFX,4978-4c585194-1823-46fc-989c-e6200c5d61e6,1.0,human,pilot4,Pi,yes,1.0,,L,listener,565,I just followed my partner's instructions and he/she was able to simplify the instructions the more experience we had building~~~,1599168720433.0,1768094,0,False
0,5f5165831034572e668802ae,3IAEQB9FMIKZEDUDDX51G65XCV2DW4,No~~~,yes,exitSurvey,AZCGF2D7QIO10,9018-fbca1193-d7bc-4044-809c-f7c21bdcffe8,0.0,human,pilot4,Pi,yes,0.0,,L,listener,480,Just try to decipher what the person was saying~~~ They did an okay job~~~ Saying the same tower as before helped~~~,1599169923114.0,2745959,0,False
1,5f51659b1034572e668802b3,3MYYFCXHJ77QHVLK5H0QRZP35UI4GI,No problems,yes,exitSurvey,A33Z6BHAJUGCHY,9018-fbca1193-d7bc-4044-809c-f7c21bdcffe8,1.0,human,pilot4,Pi,yes,0.0,,L,speaker,480,My strategy was to describe the towers accurately and concisely~~~,1599169947721.0,2849271,0,False
0,5f5165871034572e668802af,3DZQRBDBSPF8P4B703PO68G0F5GS35,"This one was fun, thank you! :)",yes,exitSurvey,A153HLAVH5FILS,6210-0e17e8cb-6041-4783-af4a-0da47b21b402,1.0,human,pilot4,C,yes,1.0,,L,listener,565,"The instructions I got were super helpful, but if I followed in order, sometimes I wouldn't be able to place the pieces so I had to learn to read ahead and reorder as needed~~~",1599169927149.0,2565720,0,False
1,5f5165f81034572e668802bf,3YWRV122CWZA5E9H1PFKCQ6ZGOT8UT,I didn't really understand the point of the timer and it caused me some panic and confusion at first until I realized it didn't seem to matter~~~,yes,exitSurvey,A2HJK77HH1IDTM,6210-0e17e8cb-6041-4783-af4a-0da47b21b402,0.0,human,pilot4,C,yes,1.0,,L,speaker,565,I initially told my partner to imagine the grid labeled as a-j for the columns and 1-8 for the rows~~~ Then I just gave them coordinates for each block~~~,1599170040424.0,2800564,0,False
0,5f5168d61034572e66880321,3483FV8BEIJEHOHRPQ8GMTFGR2J26I,No,yes,exitSurvey,AFTPN55F1W100,9125-fad2922c-a61c-4fce-b8cd-d5cd5d70a5ec,0.0,human,pilot4,C,yes,1.0,,L,speaker,460,I made commands short and straight,1599170774204.0,3160620,0,False
1,5f5169101034572e66880325,3PWWM24LHWY1L20FI55E67B7XX9284,NO PROBLEMS AND IT WAS FUN TO CREATE,yes,exitSurvey,AD0ZYMRVMTPAJ,9125-fad2922c-a61c-4fce-b8cd-d5cd5d70a5ec,0.0,human,pilot4,C,yes,1.0,,L,listener,460,WE USED THE SHAPES AS STRATEGY TO CREATE THE RECREATION~~~,1599170832915.0,3201231,0,False
0,5f516bfb1034572e66880365,3WYP994K1BR4I9AYIBFBVXGL6HE6Y3,I like this,yes,exitSurvey,A31F5BO2FW708X,9657-c3bd4e6c-f5e7-4c28-806f-df1659054e15,1.0,human,pilot4,Pi,yes,0.0,,L,speaker,300,I like this,1599171579313.0,3770741,0,False
