Unnamed..0,X_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,content,timeElapsedInTurn,timeElapsedInTrial,eventType,practice,individualPracticeAttempts,turnStartTime,trialStartTime,word_count,char_count,flagged
15,5ef785c6ce2f7f58fcd0a3dd,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279942026,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2,0,0,Do the same L shape on the left side as last time with 2x blue and 2x red two spots from the left,36762,36762,chatMessage,False,NA,NA,NA,23,97,False
16,5ef785f3ce2f7f58fcd0a3eb,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593279987146,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2,2,0,"place a red block two from the right, then a gap of two and another red block then two blues connect",25957,81888,chatMessage,False,NA,NA,NA,21,100,False
17,5ef78629ce2f7f58fcd0a3fd,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280041237,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,2,4,0,just place the other blue on on top of one of the red blocks,24476,135974,chatMessage,False,NA,NA,NA,14,60,False
18,5ef78661ce2f7f58fcd0a410,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280097994,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,3,0,1,"two blocks from the left place a red, then space of two and another red~~~ 2 blues on top of them",29943,29943,chatMessage,False,NA,NA,NA,21,97,False
19,5ef78696ce2f7f58fcd0a425,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280150271,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,3,2,1,"3 from the right place a blue, 2x red stacked on the left side of it, then another blue on top",23742,82221,chatMessage,False,NA,NA,NA,21,94,False
20,5ef786d6ce2f7f58fcd0a448,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280214108,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,4,0,1,tall c-shape again three from the left~~~ then tall L-shape two from the right,26475,26475,chatMessage,False,NA,NA,NA,14,78,False
21,5ef78712ce2f7f58fcd0a469,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280274821,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,4,2,1,"place the last blue to the right of the other blue block on the L
",21511,87196,chatMessage,False,NA,NA,NA,15,66,False
22,5ef78751ce2f7f58fcd0a488,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280337869,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5,0,1,L in the same spot as last time~~~ Then the upsidedown U shape two from the left,26126,26126,chatMessage,False,NA,NA,NA,17,80,False
23,5ef78786ce2f7f58fcd0a4a6,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280390383,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5,2,1,make the upside down U with 2x red and 2x blue,17748,78651,chatMessage,False,NA,NA,NA,11,46,False
24,5ef787acce2f7f58fcd0a4bc,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280428517,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,5,4,1,"place the last block anywhere, we missed this one",12764,116774,chatMessage,False,NA,NA,NA,9,49,False
25,5ef787d5ce2f7f58fcd0a4dd,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280469012,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,6,0,2,L-shape with 2x blue and 2x red starting in the second grid from left,28175,28175,chatMessage,False,NA,NA,NA,14,69,False
26,5ef787fbce2f7f58fcd0a4fe,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280507293,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,C,6,2,2,Tall C-shape starting in the 3rd grid from the right,16094,66457,chatMessage,False,NA,NA,NA,10,52,False
27,5ef78835ce2f7f58fcd0a52b,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280565026,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,7,0,2,L-shape with 2x red and 2x Blue starting in the second grid from the left,22059,22059,chatMessage,False,NA,NA,NA,15,73,False
28,5ef78855ce2f7f58fcd0a548,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280597588,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L,Pi,7,2,2,upsidedown U-shape starting in the second grid from the right,13392,54622,chatMessage,False,NA,NA,NA,10,61,False
29,5ef7887dce2f7f58fcd0a565,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280637987,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,8,0,2,tall c-shape starting in third grid from left,17387,17387,chatMessage,False,NA,NA,NA,8,45,False
30,5ef788a0ce2f7f58fcd0a57d,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280672346,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,Pi,8,2,2,upsidedown U-shape starting in the second grid from the right,16900,51751,chatMessage,False,NA,NA,NA,10,61,False
31,5ef788c1ce2f7f58fcd0a594,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280705952,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,9,0,3,tall c-shape starting in the third grid from the left,11288,11288,chatMessage,False,NA,NA,NA,10,53,False
32,5ef788dbce2f7f58fcd0a5b1,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280731885,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,C,L,9,2,3,Tall L-shape starting in the second grid from the right,12171,37228,chatMessage,False,NA,NA,NA,10,55,False
33,5ef78901ce2f7f58fcd0a5c4,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280769828,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,10,0,3,upsidedown U-shape starting in the second grid from the left,18762,18762,chatMessage,False,NA,NA,NA,10,60,False
34,5ef78916ce2f7f58fcd0a5d4,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280790281,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,C,10,2,3,tall C-shape starting in the third grid from the right,1488,39226,chatMessage,False,NA,NA,NA,10,54,False
35,5ef7893cce2f7f58fcd0a5ec,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280828335,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,11,0,3,upsidedown U-shape starting in the second grid from the left,14438,14438,chatMessage,False,NA,NA,NA,10,60,False
36,5ef7894cce2f7f58fcd0a5fe,pilot0,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,1593280844699,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Pi,L,11,2,3,tall L-shape starting in the second grid from the right,1589,30802,chatMessage,False,NA,NA,NA,10,55,False
1,5ef78425ce2f7f58fcd0a36d,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279525373,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,0,0,Place blue in middle of left tick~~~ Stack 2 reds on top of the left side of the blue block ,51971,51971,chatMessage,False,NA,NA,NA,21,92,False
2,5ef78451ce2f7f58fcd0a379,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279569102,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,2,0,"Place blue block on top of the red you just placed so it looks like an elongated ""C~~~""
",22802,95717,chatMessage,False,NA,NA,NA,18,88,False
3,5ef7847bce2f7f58fcd0a385,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279611012,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,4,0,Place red block two spaces from the right red tick~~~ This means there's 1 empty space to the tick,34751,137622,chatMessage,False,NA,NA,NA,19,98,False
4,5ef784b2ce2f7f58fcd0a394,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279666680,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,6,0,Count two spaces from the red tick to the right and place the red block in that 2nd space~~~,30580,193287,chatMessage,False,NA,NA,NA,19,92,False
5,5ef784ddce2f7f58fcd0a3a1,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279709068,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,8,0,"Do the same, place a red counting two blocks but this time to the left of the tick~~~",26595,235672,chatMessage,False,NA,NA,NA,18,85,False
6,5ef78517ce2f7f58fcd0a3b1,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279767299,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,10,0,Place a blue block on top of the right red block~~~ Place it so it goes towards the left,44804,293901,chatMessage,False,NA,NA,NA,19,88,False
7,5ef7853bce2f7f58fcd0a3bb,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279803681,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0,12,0,Place a blue block on the rightmost red block so that the end is going to the left~~~,30078,330289,chatMessage,False,NA,NA,NA,18,85,False
8,5ef78568ce2f7f58fcd0a3c4,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279848667,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,0,0,"Place 2 blue blocks, each directly next to the left red line~~~",28956,28956,chatMessage,False,NA,NA,NA,12,63,False
9,5ef78592ce2f7f58fcd0a3d0,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279890518,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,2,0,"Place a red block on top of the leftmost blue square~~~ Place another on top of the red (makes an ""L"")",24932,70807,chatMessage,False,NA,NA,NA,21,102,False
10,5ef785b9ce2f7f58fcd0a3da,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279929435,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,4,0,Place red block two spaces from the right line similar to last trial,23714,109721,chatMessage,False,NA,NA,NA,13,68,False
11,5ef785d4ce2f7f58fcd0a3e2,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279956327,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,6,0,"Do the same on the other side with a red block

",15518,136620,chatMessage,False,NA,NA,NA,11,48,False
12,5ef785eace2f7f58fcd0a3e7,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279978167,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,8,0,Place a blue on the rightmost red block so its end is facing to the left,16116,158445,chatMessage,False,NA,NA,NA,16,72,False
13,5ef78601ce2f7f58fcd0a3ee,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280001246,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1,10,0,Place a blue on the other red block so the two blue ends are touching now,13038,181534,chatMessage,False,NA,NA,NA,16,73,False
14,5ef78625ce2f7f58fcd0a3fc,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280037927,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,0,0,"Left tower shape will be the L again (start with the two blue blocks, each on the side of the line)~~~",24966,24966,chatMessage,False,NA,NA,NA,21,102,False
15,5ef78652ce2f7f58fcd0a40a,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280082660,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,2,0,Place a blue block over the right line so there's a square on each side of the line~~~,15832,69695,chatMessage,False,NA,NA,NA,18,86,False
16,5ef78672ce2f7f58fcd0a415,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280114887,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,4,0,Place two reds on top of the left blue square (right tower),26745,101930,chatMessage,False,NA,NA,NA,12,59,False
17,5ef78694ce2f7f58fcd0a423,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280148976,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2,6,0,"Place a blue on top making the ""C"" again (we will refer to this design as the C tower going forward)",19584,136013,chatMessage,False,NA,NA,NA,21,100,False
18,5ef786b0ce2f7f58fcd0a436,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280176927,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,3,0,1,"C tower, left side (blue in the middle of the tick, build up, make the C)",16815,16815,chatMessage,False,NA,NA,NA,16,73,False
19,5ef786dcce2f7f58fcd0a44a,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280220742,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,3,2,1,"L tower, right side (two blues on each side of red line, 2 reds up on left side to make the L)",19020,60625,chatMessage,False,NA,NA,NA,22,94,False
20,5ef786ffce2f7f58fcd0a460,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280255486,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,4,0,1,"L tower again, right side (blue on each side of right red line)",15079,15079,chatMessage,False,NA,NA,NA,13,63,False
21,5ef7872ace2f7f58fcd0a475,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280298705,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,4,2,1,2 reds on each side of the left line leaving a space empty (this will be the arch shape again)~~~,28563,58299,chatMessage,False,NA,NA,NA,20,97,False
22,5ef78759ce2f7f58fcd0a48a,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280345600,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,C,5,0,1,"Arch shape, left side~~~ C shape, right side (place the blue block in the middle of the right line)~~~",21269,21269,chatMessage,False,NA,NA,NA,19,102,False
23,5ef78792ce2f7f58fcd0a4ac,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280402753,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,6,0,2,"C shape, left side~~~ Arch shape, right side (same positions as always)",16765,16765,chatMessage,False,NA,NA,NA,12,71,False
24,5ef787c3ce2f7f58fcd0a4ce,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280451006,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,7,0,2,"L shape on the left, C shape on the right",13174,13174,chatMessage,False,NA,NA,NA,10,41,False
25,5ef787f3ce2f7f58fcd0a4f5,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280499690,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,8,0,2,"L on the left, arch on the right~~~",8515,8515,chatMessage,False,NA,NA,NA,8,35,False
26,5ef78819ce2f7f58fcd0a516,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280537406,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,C,9,0,3,"Arch on the left, C on the right",7615,7615,chatMessage,False,NA,NA,NA,8,32,False
27,5ef78840ce2f7f58fcd0a533,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280576733,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,10,0,3,"Arch on the left, L on the right",6491,6491,chatMessage,False,NA,NA,NA,8,32,False
28,5ef78870ce2f7f58fcd0a55a,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280624016,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,11,0,3,"C on the left, L on the right (and great job!)",13987,13987,chatMessage,False,NA,NA,NA,11,46,False
7,5ef78785ce2f7f58fcd0a4a5,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280389190,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,0,0,horizontal 2 piece block on 3rd square,34042,34042,chatMessage,False,NA,NA,NA,7,38,False
8,5ef787b5ce2f7f58fcd0a4c6,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280437774,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,2,0,place vertical 2 piece block on 3rd square on top of the block,31951,82615,chatMessage,False,NA,NA,NA,13,62,False
9,5ef787dcce2f7f58fcd0a4e4,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280476604,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,4,0,repeat the same over the block,24164,121442,chatMessage,False,NA,NA,NA,6,30,False
10,5ef787f3ce2f7f58fcd0a4f4,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280499006,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,6,0,now place an horizontal block over it,14002,143807,chatMessage,False,NA,NA,NA,7,37,False
11,5ef7880bce2f7f58fcd0a50e,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280523841,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,8,0,on square 8 place vertical block,15859,168693,chatMessage,False,NA,NA,NA,6,32,False
12,5ef78834ce2f7f58fcd0a529,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280564335,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,10,0,on square 11 place another vertical block,20315,209186,chatMessage,False,NA,NA,NA,7,41,False
13,5ef78858ce2f7f58fcd0a54b,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280600624,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,12,0,on square 8 place horizontal block over vertical block,25261,245480,chatMessage,False,NA,NA,NA,9,54,False
14,5ef7886fce2f7f58fcd0a558,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280623686,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,14,0,fill the gap with horizontal block,11851,268541,chatMessage,False,NA,NA,NA,6,34,False
15,5ef788a5ce2f7f58fcd0a57f,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280677683,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0,16,0,place horizontal block on square 11 over vertical ,30738,322536,chatMessage,False,NA,NA,NA,9,50,False
16,5ef788c6ce2f7f58fcd0a599,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280710039,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,0,0,square 2 horizontal block,17302,17302,chatMessage,False,NA,NA,NA,4,25,False
17,5ef788e3ce2f7f58fcd0a5b3,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280739126,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,2,0,square 4 horizontal block,17464,46395,chatMessage,False,NA,NA,NA,4,25,False
18,5ef78902ce2f7f58fcd0a5c7,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280770806,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,4,0,square 2 V block over H block,14927,78091,chatMessage,False,NA,NA,NA,7,29,False
19,5ef78923ce2f7f58fcd0a5e0,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280803481,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,6,0,square 2 V block over V block,20207,110766,chatMessage,False,NA,NA,NA,7,29,False
20,5ef78938ce2f7f58fcd0a5eb,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280824379,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,8,0,square 9 H block,11609,131589,chatMessage,False,NA,NA,NA,4,16,False
21,5ef78956ce2f7f58fcd0a602,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280854104,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,10,0,square 9 V block over H block,14481,161390,chatMessage,False,NA,NA,NA,7,29,False
22,5ef78971ce2f7f58fcd0a617,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280881956,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,12,0,square 9 V block over V block,18996,189237,chatMessage,False,NA,NA,NA,7,29,False
23,5ef78995ce2f7f58fcd0a62f,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280917039,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1,14,0,place H block on V block sq 9,27840,224314,chatMessage,False,NA,NA,NA,8,29,False
24,5ef789b2ce2f7f58fcd0a642,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280946519,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,0,0,sq 2 H blk,15531,15531,chatMessage,False,NA,NA,NA,4,10,False
25,5ef789d2ce2f7f58fcd0a64e,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280978724,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,2,0,sq 4 H blk,10315,47731,chatMessage,False,NA,NA,NA,4,10,False
26,5ef789edce2f7f58fcd0a667,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281005637,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,4,0,sq 2 V blk over H blk,16834,74627,chatMessage,False,NA,NA,NA,7,21,False
27,5ef78a04ce2f7f58fcd0a67f,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281028715,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,6,0,V blk over V blk,15622,97729,chatMessage,False,NA,NA,NA,5,16,False
28,5ef78a2cce2f7f58fcd0a6a9,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281068992,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,8,0,"sq 8 V blk 
This figure is like first picture right figure",34280,137995,chatMessage,False,NA,NA,NA,12,58,False
29,5ef78a8cce2f7f58fcd0a6e7,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281164484,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,10,0,sq 8 V blk,9548,233473,chatMessage,False,NA,NA,NA,4,10,False
30,5ef78aa4ce2f7f58fcd0a6f7,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281188406,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,12,0,sq 8 H blk over V blk,13194,257417,chatMessage,False,NA,NA,NA,7,21,False
31,5ef78ac0ce2f7f58fcd0a707,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281216887,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,14,0,sq 11 V blk,22145,285904,chatMessage,False,NA,NA,NA,4,11,False
32,5ef78ae2ce2f7f58fcd0a719,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281250111,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2,16,0,sq 11 H blk over V,18454,319122,chatMessage,False,NA,NA,NA,6,18,False
33,5ef78afdce2f7f58fcd0a729,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281277551,3EICBYG648W331O062RB7AT6BR3CJY,Pi,L,3,0,1,sq 2 V blk,15312,15312,chatMessage,False,NA,NA,NA,4,10,False
