Unnamed: 0,_id,assignmentId,content,eventType,gameid,individualPracticeAttempts,iterationName,leftTarget,practice,repNum,rightTarget,time,timeElapsedInTrial,timeElapsedInTurn,trialNum,trialStartTime,turnNum,turnStartTime,word_count,char_count,flagged
18,5ef78661ce2f7f58fcd0a410,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,"two blocks from the left place a red, then space of two and another red~~~ 2 blues on top of them",chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,1,C,1593280097994.0,29943,29943,3.0,,0,,21,97,False
19,5ef78696ce2f7f58fcd0a425,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,"3 from the right place a blue, 2x red stacked on the left side of it, then another blue on top",chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,1,C,1593280150271.0,82221,23742,3.0,,2,,21,94,False
20,5ef786d6ce2f7f58fcd0a448,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,tall c-shape again three from the left~~~ then tall L-shape two from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,C,False,1,L,1593280214108.0,26475,26475,4.0,,0,,14,78,False
21,5ef78712ce2f7f58fcd0a469,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,"place the last blue to the right of the other blue block on the L
",chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,C,False,1,L,1593280274821.0,87196,21511,4.0,,2,,15,66,False
22,5ef78751ce2f7f58fcd0a488,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L in the same spot as last time~~~ Then the upsidedown U shape two from the left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,1,L,1593280337869.0,26126,26126,5.0,,0,,17,80,False
23,5ef78786ce2f7f58fcd0a4a6,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,make the upside down U with 2x red and 2x blue,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,1,L,1593280390383.0,78651,17748,5.0,,2,,11,46,False
24,5ef787acce2f7f58fcd0a4bc,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,"place the last block anywhere, we missed this one",chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,1,L,1593280428517.0,116774,12764,5.0,,4,,9,49,False
25,5ef787d5ce2f7f58fcd0a4dd,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L-shape with 2x blue and 2x red starting in the second grid from left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,L,False,2,C,1593280469012.0,28175,28175,6.0,,0,,14,69,False
26,5ef787fbce2f7f58fcd0a4fe,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Tall C-shape starting in the 3rd grid from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,L,False,2,C,1593280507293.0,66457,16094,6.0,,2,,10,52,False
27,5ef78835ce2f7f58fcd0a52b,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,L-shape with 2x red and 2x Blue starting in the second grid from the left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,L,False,2,Pi,1593280565026.0,22059,22059,7.0,,0,,15,73,False
28,5ef78855ce2f7f58fcd0a548,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,upsidedown U-shape starting in the second grid from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,L,False,2,Pi,1593280597588.0,54622,13392,7.0,,2,,10,61,False
29,5ef7887dce2f7f58fcd0a565,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,tall c-shape starting in third grid from left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,C,False,2,Pi,1593280637987.0,17387,17387,8.0,,0,,8,45,False
30,5ef788a0ce2f7f58fcd0a57d,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,upsidedown U-shape starting in the second grid from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,C,False,2,Pi,1593280672346.0,51751,16900,8.0,,2,,10,61,False
31,5ef788c1ce2f7f58fcd0a594,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,tall c-shape starting in the third grid from the left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,C,False,3,L,1593280705952.0,11288,11288,9.0,,0,,10,53,False
32,5ef788dbce2f7f58fcd0a5b1,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,Tall L-shape starting in the second grid from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,C,False,3,L,1593280731885.0,37228,12171,9.0,,2,,10,55,False
33,5ef78901ce2f7f58fcd0a5c4,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,upsidedown U-shape starting in the second grid from the left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,3,C,1593280769828.0,18762,18762,10.0,,0,,10,60,False
34,5ef78916ce2f7f58fcd0a5d4,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,tall C-shape starting in the third grid from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,3,C,1593280790281.0,39226,1488,10.0,,2,,10,54,False
35,5ef7893cce2f7f58fcd0a5ec,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,upsidedown U-shape starting in the second grid from the left,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,3,L,1593280828335.0,14438,14438,11.0,,0,,10,60,False
36,5ef7894cce2f7f58fcd0a5fe,3E47SOBEYUW78Q4UOK6BV9E6YCECIM,tall L-shape starting in the second grid from the right,chatMessage,1494-029e2297-bd3f-4cfe-be00-d06d36724e4e,,pilot0,Pi,False,3,L,1593280844699.0,30802,1589,11.0,,2,,10,55,False
0,5ef783d5ce2f7f58fcd0a35c,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place red block directly to the left of the left tick mark~~~ Place blue in middle of right tick~~~,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,vertical,True,practice,horizontal,1593279445822.0,53556,53556,,,0,,19,99,False
1,5ef78425ce2f7f58fcd0a36d,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place blue in middle of left tick~~~ Stack 2 reds on top of the left side of the blue block ,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279525373.0,51971,51971,0.0,,0,,21,92,False
2,5ef78451ce2f7f58fcd0a379,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Place blue block on top of the red you just placed so it looks like an elongated ""C~~~""
",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279569102.0,95717,22802,0.0,,2,,18,88,False
3,5ef7847bce2f7f58fcd0a385,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place red block two spaces from the right red tick~~~ This means there's 1 empty space to the tick,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279611012.0,137622,34751,0.0,,4,,19,98,False
4,5ef784b2ce2f7f58fcd0a394,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Count two spaces from the red tick to the right and place the red block in that 2nd space~~~,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279666680.0,193287,30580,0.0,,6,,19,92,False
5,5ef784ddce2f7f58fcd0a3a1,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Do the same, place a red counting two blocks but this time to the left of the tick~~~",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279709068.0,235672,26595,0.0,,8,,18,85,False
6,5ef78517ce2f7f58fcd0a3b1,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place a blue block on top of the right red block~~~ Place it so it goes towards the left,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279767299.0,293901,44804,0.0,,10,,19,88,False
7,5ef7853bce2f7f58fcd0a3bb,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place a blue block on the rightmost red block so that the end is going to the left~~~,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,0,Pi,1593279803681.0,330289,30078,0.0,,12,,18,85,False
8,5ef78568ce2f7f58fcd0a3c4,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Place 2 blue blocks, each directly next to the left red line~~~",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,Pi,1593279848667.0,28956,28956,1.0,,0,,12,63,False
9,5ef78592ce2f7f58fcd0a3d0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Place a red block on top of the leftmost blue square~~~ Place another on top of the red (makes an ""L"")",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,Pi,1593279890518.0,70807,24932,1.0,,2,,21,102,False
10,5ef785b9ce2f7f58fcd0a3da,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place red block two spaces from the right line similar to last trial,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,Pi,1593279929435.0,109721,23714,1.0,,4,,13,68,False
11,5ef785d4ce2f7f58fcd0a3e2,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Do the same on the other side with a red block

",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,Pi,1593279956327.0,136620,15518,1.0,,6,,11,48,False
12,5ef785eace2f7f58fcd0a3e7,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place a blue on the rightmost red block so its end is facing to the left,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,Pi,1593279978167.0,158445,16116,1.0,,8,,16,72,False
13,5ef78601ce2f7f58fcd0a3ee,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place a blue on the other red block so the two blue ends are touching now,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,Pi,1593280001246.0,181534,13038,1.0,,10,,16,73,False
14,5ef78625ce2f7f58fcd0a3fc,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Left tower shape will be the L again (start with the two blue blocks, each on the side of the line)~~~",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,C,1593280037927.0,24966,24966,2.0,,0,,21,102,False
15,5ef78652ce2f7f58fcd0a40a,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place a blue block over the right line so there's a square on each side of the line~~~,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,C,1593280082660.0,69695,15832,2.0,,2,,18,86,False
16,5ef78672ce2f7f58fcd0a415,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Place two reds on top of the left blue square (right tower),chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,C,1593280114887.0,101930,26745,2.0,,4,,12,59,False
17,5ef78694ce2f7f58fcd0a423,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Place a blue on top making the ""C"" again (we will refer to this design as the C tower going forward)",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,0,C,1593280148976.0,136013,19584,2.0,,6,,21,100,False
18,5ef786b0ce2f7f58fcd0a436,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"C tower, left side (blue in the middle of the tick, build up, make the C)",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,1,L,1593280176927.0,16815,16815,3.0,,0,,16,73,False
19,5ef786dcce2f7f58fcd0a44a,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"L tower, right side (two blues on each side of red line, 2 reds up on left side to make the L)",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,1,L,1593280220742.0,60625,19020,3.0,,2,,22,94,False
20,5ef786ffce2f7f58fcd0a460,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"L tower again, right side (blue on each side of right red line)",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,Pi,False,1,L,1593280255486.0,15079,15079,4.0,,0,,13,63,False
21,5ef7872ace2f7f58fcd0a475,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,2 reds on each side of the left line leaving a space empty (this will be the arch shape again)~~~,chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,Pi,False,1,L,1593280298705.0,58299,28563,4.0,,2,,20,97,False
22,5ef78759ce2f7f58fcd0a48a,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Arch shape, left side~~~ C shape, right side (place the blue block in the middle of the right line)~~~",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,Pi,False,1,C,1593280345600.0,21269,21269,5.0,,0,,19,102,False
23,5ef78792ce2f7f58fcd0a4ac,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"C shape, left side~~~ Arch shape, right side (same positions as always)",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,2,Pi,1593280402753.0,16765,16765,6.0,,0,,12,71,False
24,5ef787c3ce2f7f58fcd0a4ce,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"L shape on the left, C shape on the right",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,2,C,1593280451006.0,13174,13174,7.0,,0,,10,41,False
25,5ef787f3ce2f7f58fcd0a4f5,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"L on the left, arch on the right~~~",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,L,False,2,Pi,1593280499690.0,8515,8515,8.0,,0,,8,35,False
26,5ef78819ce2f7f58fcd0a516,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Arch on the left, C on the right",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,Pi,False,3,C,1593280537406.0,7615,7615,9.0,,0,,8,32,False
27,5ef78840ce2f7f58fcd0a533,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"Arch on the left, L on the right",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,Pi,False,3,L,1593280576733.0,6491,6491,10.0,,0,,8,32,False
28,5ef78870ce2f7f58fcd0a55a,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,"C on the left, L on the right (and great job!)",chatMessage,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,,pilot0,C,False,3,L,1593280624016.0,13987,13987,11.0,,0,,11,46,False
0,5ef783dfce2f7f58fcd0a35d,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,red blocks sideways,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,horizontal,True,practice,vertical,1593279455711.0,25329,25329,,,0,,3,19,False
1,5ef78400ce2f7f58fcd0a364,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,one pair sideways the other vertical,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,horizontal,True,practice,vertical,1593279488057.0,57674,16606,,,2,,6,36,False
2,5ef78423ce2f7f58fcd0a36c,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,red block horizontal blue block vertical,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,horizontal,True,practice,vertical,1593279523391.0,93006,20590,,,4,,6,40,False
3,5ef78454ce2f7f58fcd0a37a,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,red blocks horizontal blue blocks vertical,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,horizontal,True,practice,vertical,1593279572091.0,24094,24094,,,0,,6,42,False
4,5ef7848bce2f7f58fcd0a389,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,"one pair of blocks horizontal, start on the third grid, other pair fourth grid from the right vertic",chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,horizontal,True,practice,vertical,1593279627573.0,30462,30462,,,0,,18,100,False
5,5ef784bcce2f7f58fcd0a396,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,start second grid from left 5 vertical,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279676900.0,27740,27740,0.0,,0,,7,38,False
6,5ef784dece2f7f58fcd0a3a2,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,place three blocks on top of those two,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279710694.0,61533,10291,0.0,,2,,8,38,False
7,5ef784f7ce2f7f58fcd0a3a9,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,one more block on top,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279735071.0,85912,6601,0.0,,4,,5,21,False
8,5ef78510ce2f7f58fcd0a3b0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,next to vertical column place three horizontal,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279760401.0,111241,13988,0.0,,6,,7,46,False
9,5ef78524ce2f7f58fcd0a3b6,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,one more horizontal block,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279780077.0,130917,10032,0.0,,8,,4,25,False
10,5ef78542ce2f7f58fcd0a3bd,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,"next configuration start third grid from right, place one block",chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279810793.0,161633,24234,0.0,,10,,10,63,False
11,5ef7856fce2f7f58fcd0a3c5,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,to the left of one block place vertical column of 6 blocks,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,C,1593279855856.0,206697,30751,0.0,,12,,12,58,False
12,5ef78597ce2f7f58fcd0a3d1,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,3rd grid from left start horizontal two blocks,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593279895419.0,22169,22169,1.0,,0,,8,46,False
13,5ef785b1ce2f7f58fcd0a3d7,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,starting on top 3rd grid place 5 vertical blocks,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593279921802.0,48552,17507,1.0,,2,,9,48,False
14,5ef785c9ce2f7f58fcd0a3de,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,on top of thatplace 2 horizontal blocks,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593279945143.0,71895,13025,1.0,,4,,7,39,False
15,5ef785e2ce2f7f58fcd0a3e6,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,"next configuration start 2nd grid from right, place vertical 3 blocks",chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593279970899.0,97649,20348,1.0,,6,,11,69,False
16,5ef785ffce2f7f58fcd0a3ed,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,on top of those two place horizontal 4 blocks going left,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593279999235.0,125985,12000,1.0,,8,,11,56,False
17,5ef78624ce2f7f58fcd0a3fb,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,two more to the left of those two horizontal,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593280036967.0,163717,8909,1.0,,10,,9,44,False
18,5ef78648ce2f7f58fcd0a408,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,"wrong placement, need to be connected to two horizontal already ( to the left)",chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593280072330.0,199080,23624,1.0,,12,,14,78,False
19,5ef78675ce2f7f58fcd0a416,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,place two more horizontal blocks to the left of the blocks already horzintal,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,C,False,0,Pi,1593280117574.0,244325,31548,1.0,,14,,13,76,False
20,5ef78691ce2f7f58fcd0a422,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,start 2nd grid from left 5 vertical blocks,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,Pi,1593280145814.0,15578,15578,2.0,,0,,8,42,False
21,5ef786a1ce2f7f58fcd0a430,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,one more on top of that,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,Pi,1593280161478.0,31242,5992,2.0,,2,,6,23,False
22,5ef786bcce2f7f58fcd0a43b,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,to immediate bottom right place 3 horizontal blocks,chatMessage,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,,pilot0,L,False,0,Pi,1593280188417.0,58180,22861,2.0,,4,,8,51,False
